Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,7,0,0.0,328.23,45,0,0.0,347.5,88,0,0.0,370.6,46,0,0.0,338.93
August,1,0:30,5,0,0.0,328.23,31,0,0.0,316.94,61,0,0.0,336.74,33,0,0.0,315.17
August,1,10:00,192,1,0.0,326.58,371,2,0.01,364.83,923,10,0.01,341.16,406,6,0.01,312.45
August,1,10:30,233,1,0.0,330.17,418,7,0.02,361.76,1026,19,0.02,348.12,445,10,0.02,325.17
August,1,11:00,247,0,0.0,330.96,460,6,0.01,366.2,1093,6,0.01,356.12,475,6,0.01,325.94
August,1,11:30,255,0,0.0,334.05,504,14,0.03,383.12,1143,9,0.01,353.87,506,10,0.02,329.98
August,1,12:00,263,2,0.01,317.38,559,5,0.01,371.53,1170,20,0.02,356.52,518,9,0.02,323.17
August,1,12:30,262,2,0.01,332.55,563,8,0.01,382.17,1169,20,0.02,362.12,526,6,0.01,338.82
August,1,13:00,260,2,0.01,339.69,581,7,0.01,372.26,1149,11,0.01,367.09,523,8,0.02,333.03
August,1,13:30,267,1,0.0,337.31,586,9,0.01,369.85,1140,13,0.01,367.48,536,8,0.01,333.57
August,1,14:00,267,0,0.0,327.45,612,11,0.02,382.45,1095,13,0.01,368.15,549,7,0.01,330.46
August,1,14:30,277,1,0.0,337.79,623,12,0.02,378.42,1078,13,0.01,367.27,549,16,0.03,338.58
August,1,15:00,272,2,0.01,324.62,632,4,0.01,384.84,1063,12,0.01,367.81,547,14,0.03,341.82
August,1,15:30,276,3,0.01,336.69,622,5,0.01,377.15,1052,18,0.02,369.31,543,13,0.02,334.13
August,1,16:00,266,1,0.0,341.66,622,6,0.01,391.54,1039,6,0.01,371.31,559,6,0.01,339.83
August,1,16:30,249,1,0.0,340.99,597,5,0.01,379.22,997,4,0.0,371.84,532,7,0.01,332.45
August,1,17:00,219,1,0.01,340.58,569,5,0.01,382.0,943,6,0.01,367.01,496,4,0.01,347.51
August,1,17:30,193,1,0.01,336.52,520,4,0.01,388.26,922,7,0.01,370.42,456,7,0.02,334.92
August,1,18:00,168,1,0.0,329.12,454,6,0.01,390.79,831,7,0.01,372.39,411,2,0.01,328.9
August,1,18:30,138,1,0.01,360.15,396,3,0.01,371.39,754,3,0.0,370.41,363,4,0.01,326.05
August,1,19:00,99,0,0.0,362.41,365,6,0.02,377.62,664,6,0.01,361.91,321,5,0.02,331.62
August,1,19:30,75,0,0.0,334.82,316,2,0.01,358.41,583,5,0.01,370.3,287,7,0.02,335.72
August,1,1:00,4,0,0.0,328.23,15,0,0.02,422.97,46,1,0.01,352.3,25,0,0.0,377.86
August,1,1:30,3,0,0.0,328.23,10,0,0.02,362.1,31,0,0.0,317.4,18,0,0.02,328.99
August,1,20:00,58,0,0.01,352.43,290,3,0.01,370.02,497,9,0.02,364.39,245,7,0.03,328.55
August,1,20:30,46,1,0.02,313.5,261,3,0.01,376.47,427,3,0.01,354.23,217,2,0.01,319.5
August,1,21:00,34,1,0.02,335.8,207,2,0.01,366.74,353,1,0.0,360.7,177,10,0.06,339.25
August,1,21:30,25,0,0.0,334.15,171,2,0.01,349.96,289,1,0.0,357.15,157,6,0.04,337.62
August,1,22:00,22,0,0.0,332.26,129,0,0.0,362.59,236,1,0.0,360.92,126,1,0.01,326.1
August,1,22:30,16,3,0.17,394.7,105,0,0.0,332.66,185,0,0.0,355.2,103,1,0.01,314.96
August,1,23:00,13,1,0.1,328.23,78,0,0.0,355.98,142,0,0.0,339.84,80,0,0.0,310.86
August,1,23:30,10,1,0.07,328.23,63,1,0.01,351.81,112,0,0.0,319.47,62,0,0.0,314.94
August,1,2:00,2,0,0.0,328.23,6,0,0.0,362.1,21,1,0.02,342.94,13,0,0.03,326.6
August,1,2:30,2,0,0.0,328.23,5,0,0.0,362.1,20,1,0.03,360.17,9,0,0.01,326.6
August,1,3:00,1,0,0.0,328.23,5,0,0.0,362.1,16,0,0.03,428.04,4,0,0.08,326.6
August,1,3:30,2,0,0.0,328.23,5,0,0.0,362.1,17,0,0.0,407.26,2,0,0.0,326.6
August,1,4:00,2,0,0.0,328.23,4,0,0.0,362.1,15,0,0.01,329.61,1,0,0.0,326.6
August,1,4:30,1,0,0.0,328.23,4,0,0.0,362.1,17,0,0.01,356.58,1,0,0.0,326.6
August,1,5:00,2,0,0.0,328.23,4,0,0.0,362.1,20,0,0.01,322.44,2,0,0.0,326.6
August,1,5:30,2,0,0.0,328.23,4,0,0.0,362.1,25,0,0.01,351.26,4,0,0.0,326.6
August,1,6:00,4,0,0.03,328.23,7,1,0.17,362.1,44,0,0.0,303.44,14,0,0.01,326.6
August,1,6:30,6,3,0.46,328.23,13,10,0.74,362.1,71,2,0.03,277.89,29,3,0.09,270.68
August,1,7:00,13,3,0.21,328.23,39,1,0.01,285.02,120,1,0.01,284.6,51,1,0.01,267.51
August,1,7:30,24,3,0.14,360.16,66,2,0.04,307.03,195,3,0.02,277.82,86,1,0.01,293.25
August,1,8:00,55,0,0.0,286.92,121,0,0.0,303.2,333,2,0.0,301.24,146,2,0.01,277.51
August,1,8:30,93,0,0.0,296.06,170,2,0.01,332.32,470,2,0.0,324.18,203,4,0.02,299.25
August,1,9:00,133,0,0.0,315.07,244,2,0.01,347.39,645,2,0.0,331.0,276,2,0.01,297.23
August,1,9:30,170,1,0.01,318.3,304,2,0.01,353.11,807,5,0.01,322.05,344,7,0.02,316.09
August,2,0:00,7,0,0.04,316.72,47,1,0.02,323.96,74,1,0.01,344.63,45,0,0.0,332.96
August,2,0:30,6,0,0.0,316.72,30,0,0.0,360.37,58,0,0.0,345.95,32,0,0.0,345.3
August,2,10:00,122,1,0.01,299.54,253,3,0.01,341.63,569,2,0.0,332.06,241,3,0.01,317.25
August,2,10:30,148,0,0.0,297.91,293,8,0.03,354.6,641,3,0.01,346.55,278,9,0.03,319.23
August,2,11:00,168,1,0.01,307.33,336,3,0.01,357.31,694,4,0.01,349.05,313,5,0.01,329.09
August,2,11:30,173,2,0.01,302.16,377,7,0.02,363.75,712,10,0.01,356.45,332,3,0.01,330.81
August,2,12:00,184,3,0.01,307.64,393,4,0.01,358.57,726,6,0.01,357.71,369,2,0.01,337.77
August,2,12:30,184,5,0.03,310.22,413,8,0.02,360.7,734,8,0.01,356.0,382,7,0.02,329.51
August,2,13:00,179,1,0.01,312.33,435,11,0.03,362.6,726,5,0.01,359.91,383,6,0.02,339.32
August,2,13:30,177,0,0.0,317.26,455,13,0.03,357.26,725,11,0.02,358.3,387,7,0.02,334.3
August,2,14:00,170,1,0.01,320.41,461,18,0.04,366.22,720,10,0.01,360.24,382,4,0.01,331.42
August,2,14:30,171,2,0.01,315.6,454,13,0.03,373.05,711,4,0.01,355.03,389,12,0.03,342.0
August,2,15:00,168,1,0.0,314.74,423,5,0.01,361.54,681,0,0.0,364.78,376,4,0.01,324.43
August,2,15:30,170,1,0.0,320.08,412,4,0.01,354.88,658,1,0.0,360.83,359,3,0.01,324.58
August,2,16:00,172,1,0.0,334.98,407,3,0.01,370.68,631,1,0.0,361.01,345,3,0.01,340.45
August,2,16:30,159,0,0.0,301.91,385,3,0.01,377.82,590,1,0.0,359.96,320,1,0.0,332.52
August,2,17:00,148,3,0.02,316.36,370,2,0.0,369.52,555,1,0.0,361.84,300,2,0.01,334.6
August,2,17:30,136,1,0.01,324.54,346,3,0.01,373.31,530,1,0.0,357.98,285,1,0.0,336.63
August,2,18:00,127,1,0.01,330.92,316,6,0.02,382.73,500,2,0.0,355.93,265,1,0.0,335.86
August,2,18:30,108,1,0.01,340.52,291,4,0.02,370.19,457,2,0.0,365.45,236,0,0.0,354.18
August,2,19:00,85,0,0.0,330.05,258,4,0.02,369.49,414,3,0.01,354.67,221,1,0.0,347.03
August,2,19:30,66,0,0.01,338.57,232,2,0.01,352.77,369,6,0.02,352.28,198,1,0.0,351.63
August,2,1:00,4,0,0.02,316.72,15,1,0.06,401.49,43,0,0.01,335.11,25,0,0.0,353.28
August,2,1:30,2,0,0.04,316.72,8,0,0.01,351.69,35,0,0.01,345.73,18,0,0.01,338.92
August,2,20:00,52,1,0.01,302.81,203,8,0.04,354.86,329,3,0.01,360.68,173,1,0.01,333.25
August,2,20:30,41,1,0.03,279.15,175,2,0.01,341.37,281,1,0.0,353.34,155,1,0.01,323.95
August,2,21:00,31,1,0.03,300.39,142,3,0.02,343.34,236,1,0.01,355.09,133,3,0.02,331.45
August,2,21:30,23,0,0.01,302.83,124,1,0.01,348.42,193,0,0.0,356.12,111,0,0.0,340.91
August,2,22:00,17,0,0.0,369.47,105,1,0.01,335.06,161,0,0.0,343.73,94,0,0.0,321.34
August,2,22:30,12,1,0.06,316.72,87,1,0.01,350.62,134,0,0.0,345.17,78,0,0.0,329.33
August,2,23:00,10,1,0.07,316.72,67,1,0.02,319.74,104,0,0.0,331.97,66,0,0.0,328.56
