Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,7.62864351272583,0.0,0.06085660308599472,358.1668395996094,38.83890151977539,4.0,0.09393920749425888,308.94720458984375,74.73685455322266,5.0,0.06360064446926117,326.3526306152344,49.21873474121094,7.0,0.13626207411289215,311.5447692871094
August,1,0:30,5.2549729347229,0.0,0.06039110943675041,331.11346435546875,29.099977493286133,2.0,0.08037595450878143,308.36328125,65.19286346435547,4.0,0.05997861549258232,326.7826232910156,36.67995071411133,5.0,0.13151498138904572,312.9069519042969
August,1,1:00,5.2009053230285645,0.0,0.06828489899635315,351.8031311035156,25.779155731201172,2.0,0.07991743832826614,311.2913818359375,60.616790771484375,4.0,0.05852637439966202,320.6556396484375,34.611759185791016,4.0,0.1255326271057129,313.0782165527344
August,1,1:30,4.923234939575195,0.0,0.0725342258810997,360.9817810058594,24.59136199951172,2.0,0.08104375004768372,309.05950927734375,59.86349105834961,4.0,0.05957232415676117,318.1623840332031,35.57697677612305,4.0,0.12220674008131027,314.0823974609375
August,1,2:00,4.341089725494385,0.0,0.05927706137299538,358.4250793457031,24.245990753173828,2.0,0.07598600536584854,309.84222412109375,60.24535369873047,4.0,0.05952106788754463,316.3221130371094,35.190574645996094,5.0,0.128742977976799,312.0751953125
August,1,2:30,5.271356105804443,0.0,0.05386297032237053,333.6053466796875,25.316246032714844,1.0,0.05887260660529137,308.4738464355469,72.3361587524414,4.0,0.060940902680158615,310.6742858886719,40.529197692871094,5.0,0.12561848759651184,310.0870361328125
August,1,3:00,6.44230318069458,0.0,0.03951726108789444,318.37127685546875,27.866451263427734,2.0,0.05776352062821388,304.8219299316406,73.25271606445312,4.0,0.058602556586265564,308.74847412109375,33.514469146728516,4.0,0.12118719518184662,308.2602233886719
August,1,3:30,12.891653060913086,1.0,0.04169895499944687,321.0,31.40445899963379,2.0,0.05619307607412338,308.25372314453125,99.5576400756836,6.0,0.05876580998301506,310.2696838378906,47.921478271484375,5.0,0.11417624354362488,307.4996337890625
August,1,4:00,31.08985137939453,1.0,0.04609619826078415,325.27008056640625,51.9891242980957,3.0,0.05310729891061783,305.7225036621094,176.8887939453125,10.0,0.05649101361632347,309.79888916015625,68.67713165283203,8.0,0.11460337042808533,302.1116943359375
August,1,4:30,36.602195739746094,1.0,0.03323109447956085,310.75244140625,80.02989196777344,4.0,0.04891955479979515,302.73870849609375,235.306640625,14.0,0.05855228751897812,311.5687561035156,115.70281219482422,13.0,0.11395040154457092,303.3005065917969
August,1,5:00,43.30781173706055,2.0,0.047773800790309906,316.295654296875,111.21603393554688,5.0,0.04294775053858757,304.03472900390625,253.73110961914062,15.0,0.05798523873090744,318.9840087890625,130.45083618164062,16.0,0.12619583308696747,304.3580017089844
August,1,5:30,44.36262512207031,2.0,0.03925079107284546,319.47705078125,122.22096252441406,17.0,0.13548007607460022,306.8673400878906,271.2962951660156,15.0,0.05401894822716713,321.6308898925781,144.43553161621094,17.0,0.12056015431880951,302.84197998046875
August,1,6:00,44.574729919433594,1.0,0.02524426020681858,316.2082214355469,123.88397216796875,17.0,0.14017890393733978,308.17437744140625,297.1507263183594,16.0,0.05309494957327843,323.5531921386719,147.1023712158203,15.0,0.10019613057374954,302.0495910644531
August,1,6:30,46.70977783203125,1.0,0.02317454107105732,318.35113525390625,131.15988159179688,19.0,0.1415707916021347,310.23333740234375,318.1150207519531,17.0,0.05449651926755905,320.1861267089844,154.74803161621094,16.0,0.1054755374789238,303.73345947265625
August,1,7:00,52.59590148925781,1.0,0.02531447820365429,319.36224365234375,130.7235107421875,7.0,0.05370373651385307,308.49896240234375,328.29351806640625,19.0,0.057660385966300964,320.1612548828125,165.9468536376953,16.0,0.09878218919038773,303.4486389160156
August,1,7:30,52.97233581542969,1.0,0.025143146514892578,319.36224365234375,148.49404907226562,7.0,0.050246015191078186,307.66949462890625,357.67608642578125,19.0,0.053061697632074356,321.16119384765625,166.56838989257812,21.0,0.12361397594213486,306.4366149902344
August,1,8:00,57.26359176635742,1.0,0.01953897438943386,318.85015869140625,154.34251403808594,5.0,0.034451041370630264,309.7461242675781,379.06781005859375,20.0,0.053749118000268936,322.0132751464844,183.82212829589844,17.0,0.09351526945829391,305.7918395996094
August,1,8:30,70.06864166259766,2.0,0.027822284027934074,319.3772277832031,173.81883239746094,5.0,0.029184428974986076,311.82989501953125,409.13525390625,20.0,0.048093970865011215,322.06219482421875,202.1147003173828,20.0,0.09756747633218765,306.32354736328125
August,1,9:00,86.76207733154297,2.0,0.025400567799806595,318.6419677734375,176.0384521484375,4.0,0.024797050282359123,312.37689208984375,421.9216003417969,19.0,0.04511638730764389,323.5103454589844,217.357666015625,21.0,0.09698696434497833,307.6690979003906
August,1,9:30,87.6769027709961,2.0,0.02452792041003704,318.85052490234375,193.97805786132812,5.0,0.026275482028722763,311.9255676269531,425.79083251953125,18.0,0.04292340204119682,324.91241455078125,216.88531494140625,21.0,0.09852924942970276,308.0548095703125
August,1,10:00,86.92203521728516,2.0,0.024287275969982147,318.7675476074219,191.6964874267578,5.0,0.02648777700960636,317.5492858886719,398.8328857421875,16.0,0.041280727833509445,325.4075012207031,204.83876037597656,20.0,0.0980658084154129,308.8924865722656
August,1,10:30,90.03620147705078,2.0,0.02410753071308136,319.5550231933594,187.59791564941406,5.0,0.026115739718079567,319.21820068359375,396.5776672363281,16.0,0.040395498275756836,325.548095703125,202.79891967773438,20.0,0.09836822748184204,309.8918762207031
August,1,11:00,93.99095916748047,2.0,0.02418486960232258,319.7868347167969,189.95726013183594,5.0,0.026115739718079567,314.2254943847656,395.74005126953125,16.0,0.04046476259827614,325.7677001953125,216.07537841796875,21.0,0.09790275990962982,311.0604248046875
August,1,11:30,103.52596282958984,3.0,0.02418486960232258,319.5768127441406,194.1910400390625,5.0,0.026434965431690216,313.3858642578125,398.63214111328125,18.0,0.04396591708064079,326.6162414550781,217.21942138671875,21.0,0.09728722274303436,311.04022216796875
August,1,12:00,109.68255615234375,3.0,0.024799901992082596,318.78350830078125,194.25677490234375,6.0,0.029963767156004906,314.67718505859375,446.52935791015625,21.0,0.047625329345464706,326.94366455078125,222.65504455566406,22.0,0.09664195775985718,311.6980895996094
August,1,12:30,127.89892578125,4.0,0.028581269085407257,318.8922119140625,209.00949096679688,6.0,0.02969151735305786,315.326171875,488.97412109375,23.0,0.047546181827783585,327.0656433105469,231.62754821777344,24.0,0.10195425897836685,311.38604736328125
August,1,13:00,135.32339477539062,4.0,0.028526825830340385,319.15509033203125,230.85638427734375,7.0,0.029432246461510658,321.20404052734375,532.71826171875,26.0,0.04840952157974243,327.5110168457031,244.70077514648438,25.0,0.10204678773880005,311.97491455078125
August,1,13:30,144.9995574951172,3.0,0.020800167694687843,319.89288330078125,254.68154907226562,8.0,0.030185597017407417,322.9117126464844,588.7030639648438,29.0,0.04868783801794052,328.3858337402344,285.6575622558594,29.0,0.10176734626293182,312.75201416015625
August,1,14:00,150.06813049316406,3.0,0.021700071170926094,321.4432678222656,273.1393737792969,8.0,0.027704400941729546,329.01385498046875,620.4089965820312,27.0,0.04361947998404503,328.8003234863281,306.1627197265625,32.0,0.10333301872015,313.08221435546875
August,1,14:30,154.07534790039062,3.0,0.021543461829423904,321.70513916015625,286.2703552246094,9.0,0.03268954157829285,330.4364929199219,638.2084350585938,31.0,0.04783231392502785,330.04119873046875,345.6649169921875,36.0,0.10329202562570572,312.8639831542969
August,1,15:00,159.6012420654297,4.0,0.02492409758269787,322.08343505859375,292.4724426269531,11.0,0.03641242906451225,331.5489501953125,626.1353759765625,30.0,0.04857804998755455,335.83465576171875,352.77093505859375,39.0,0.1092899739742279,313.44610595703125
August,1,15:30,159.21910095214844,4.0,0.024856815114617348,321.99578857421875,300.340576171875,11.0,0.03777525573968887,331.5675048828125,626.5703735351562,31.0,0.05022493749856949,336.83489990234375,351.00860595703125,39.0,0.11017681658267975,313.0728454589844
August,1,16:00,159.3896484375,4.0,0.024856815114617348,322.2692565917969,298.2889709472656,12.0,0.04022743180394173,331.4847106933594,625.6710205078125,33.0,0.0526355504989624,337.0973815917969,350.4896240234375,41.0,0.11600560694932938,313.6933898925781
August,1,16:30,145.59671020507812,4.0,0.024856815114617348,322.5445251464844,297.0888671875,16.0,0.05317774787545204,331.181640625,605.13818359375,41.0,0.06830720603466034,337.4971618652344,340.764404296875,41.0,0.1206822544336319,314.0672302246094
August,1,17:00,137.7202606201172,3.0,0.02472715824842453,322.3681640625,293.03350830078125,25.0,0.08693096786737442,331.25518798828125,581.16064453125,49.0,0.08383689820766449,337.14654541015625,324.6934509277344,45.0,0.13848240673542023,313.5496520996094
August,1,17:30,123.1795425415039,3.0,0.02614963985979557,323.3995666503906,286.2787170410156,30.0,0.10443397611379623,332.0523681640625,579.06396484375,52.0,0.08979891240596771,337.357421875,303.0757141113281,42.0,0.1401093304157257,312.1560363769531
August,1,18:00,115.9631118774414,3.0,0.027880748733878136,324.9017333984375,276.380615234375,29.0,0.10669451206922531,332.29290771484375,573.7120971679688,44.0,0.07620135694742203,337.20721435546875,293.1114196777344,41.0,0.14100921154022217,312.67755126953125
August,1,18:30,114.92464447021484,3.0,0.0276383925229311,325.0477294921875,260.92901611328125,28.0,0.10669451206922531,332.4637451171875,578.0692138671875,49.0,0.08444729447364807,336.90728759765625,292.5646057128906,42.0,0.14187204837799072,312.4425964355469
August,1,19:00,79.52537536621094,2.0,0.0276383925229311,325.0477294921875,261.3609619140625,27.0,0.1041654571890831,332.13311767578125,570.2258911132812,47.0,0.0832328125834465,335.64019775390625,293.1114196777344,41.0,0.13915400207042694,312.53350830078125
August,1,19:30,61.18587875366211,2.0,0.0276383925229311,325.0477294921875,256.7546691894531,26.0,0.1010337844491005,331.8671875,478.8354187011719,40.0,0.08413182199001312,335.69464111328125,262.6890869140625,36.0,0.13716736435890198,312.4429626464844
August,1,20:00,54.46368408203125,2.0,0.032423440366983414,324.6774597167969,224.66635131835938,22.0,0.09998559951782227,331.6368103027344,411.1925354003906,35.0,0.08417360484600067,335.27471923828125,207.89117431640625,28.0,0.1362130492925644,312.75
August,1,20:30,46.44506072998047,2.0,0.03368106111884117,321.8813781738281,183.9532470703125,19.0,0.10119716823101044,331.0656433105469,369.2239990234375,31.0,0.08364760875701904,334.0992126464844,184.05059814453125,26.0,0.142262265086174,312.5948486328125
August,1,21:00,35.7767219543457,1.0,0.0382341668009758,321.5649108886719,168.76275634765625,17.0,0.0999302938580513,326.9450378417969,351.6820068359375,23.0,0.06650173664093018,332.53839111328125,158.38134765625,23.0,0.14397743344306946,312.5660705566406
August,1,21:30,25.482664108276367,1.0,0.042624663561582565,322.5850830078125,146.16055297851562,14.0,0.09507060796022415,318.65740966796875,286.7362976074219,19.0,0.0648525059223175,330.20880126953125,150.0772705078125,21.0,0.13715776801109314,311.65692138671875
August,1,22:00,21.250980377197266,1.0,0.04668424278497696,327.2852783203125,113.87158966064453,11.0,0.09718059748411179,314.1700134277344,211.67210388183594,14.0,0.06567361950874329,330.17578125,124.5905990600586,17.0,0.137221559882164,311.55413818359375
August,1,22:30,16.187395095825195,2.0,0.14877283573150635,330.0504150390625,90.11363983154297,9.0,0.09710749238729477,313.1597900390625,151.98866271972656,10.0,0.06564616411924362,331.84722900390625,93.15239715576172,13.0,0.1423569917678833,310.20733642578125
August,1,23:00,11.875361442565918,2.0,0.16826777160167694,337.7794494628906,53.40496063232422,5.0,0.09637564420700073,312.39935302734375,119.51374053955078,8.0,0.06536237895488739,330.0539855957031,67.17356872558594,9.0,0.13813996315002441,309.5389709472656
August,1,23:30,11.64812183380127,1.0,0.11758748441934586,334.1595764160156,43.666019439697266,4.0,0.09328772872686386,311.3655700683594,104.87970733642578,7.0,0.06549354642629623,327.66998291015625,62.68203353881836,9.0,0.13877089321613312,308.9311828613281
August,2,0:00,7.62864351272583,1.0,0.07806026190519333,347.34613037109375,34.98906326293945,3.0,0.0918852835893631,308.03094482421875,72.921875,4.0,0.05384379252791405,326.61419677734375,43.81279754638672,6.0,0.1264791041612625,313.3352355957031
August,2,0:30,5.658487319946289,0.0,0.06157831475138664,320.9573669433594,30.838523864746094,2.0,0.07109193503856659,308.6357421875,56.231014251708984,3.0,0.045722439885139465,328.36383056640625,33.556270599365234,3.0,0.10230390727519989,313.8799133300781
August,2,1:00,5.744044303894043,0.0,0.05396052077412605,418.8344421386719,20.468183517456055,1.0,0.06920748949050903,312.8433837890625,45.739990234375,2.0,0.034861430525779724,327.1899108886719,26.025541305541992,3.0,0.10082343965768814,313.7766418457031
August,2,1:30,3.4039676189422607,0.0,0.09757639467716217,403.22198486328125,15.158976554870605,1.0,0.06176917999982834,306.3352355957031,38.155643463134766,1.0,0.03509783372282982,325.1605224609375,21.520854949951172,2.0,0.0814770832657814,309.8131103515625
August,2,2:00,4.1950788497924805,0.0,0.08895763009786606,356.2193908691406,20.41681671142578,1.0,0.04509451240301132,301.91558837890625,51.217472076416016,1.0,0.02698974870145321,316.78466796875,25.011865615844727,2.0,0.07985787838697433,311.2261657714844
August,2,2:30,4.1950788497924805,0.0,0.0658150315284729,322.23101806640625,22.08608055114746,1.0,0.04134465754032135,309.0657653808594,55.12849426269531,1.0,0.020960282534360886,310.9869384765625,30.45353889465332,2.0,0.06859621405601501,313.703857421875
August,2,3:00,4.387696266174316,0.0,0.024749740958213806,314.1946105957031,22.438241958618164,1.0,0.042045578360557556,306.62127685546875,58.77347183227539,1.0,0.018588682636618614,306.3387451171875,32.63637924194336,2.0,0.06804846972227097,308.2024841308594
