Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,7,0,0.0,328.23,48,0,0.0,318.81,91,0,0.0,343.37,48,0,0.0,326.22
August,1,0:30,5,0,0.0,328.23,31,0,0.0,295.63,64,0,0.0,319.19,33,0,0.0,300.83
August,1,10:00,194,1,0.0,316.96,370,2,0.01,330.34,902,9,0.01,322.8,403,5,0.01,302.02
August,1,10:30,227,1,0.0,320.99,421,7,0.02,327.33,1006,18,0.02,327.7,447,10,0.02,313.3
August,1,11:00,239,0,0.0,322.06,462,6,0.01,329.85,1077,6,0.01,334.97,480,6,0.01,313.47
August,1,11:30,248,0,0.0,326.09,504,14,0.03,344.4,1123,9,0.01,333.21,507,10,0.02,316.68
August,1,12:00,256,2,0.01,310.89,550,5,0.01,336.64,1154,19,0.02,335.82,523,9,0.02,312.0
August,1,12:30,258,2,0.01,322.98,564,8,0.01,343.73,1149,19,0.02,340.43,528,6,0.01,325.26
August,1,13:00,257,2,0.01,329.93,579,7,0.01,336.87,1137,11,0.01,344.61,528,8,0.02,321.82
August,1,13:30,262,1,0.0,327.64,585,9,0.01,334.46,1133,13,0.01,344.87,535,8,0.01,321.04
August,1,14:00,266,0,0.0,321.68,609,11,0.02,343.73,1117,13,0.01,345.22,550,7,0.01,317.65
August,1,14:30,272,1,0.0,329.46,618,12,0.02,341.79,1105,13,0.01,344.12,551,16,0.03,324.08
August,1,15:00,268,2,0.01,315.95,619,4,0.01,346.38,1090,13,0.01,345.13,547,14,0.03,327.62
August,1,15:30,265,3,0.01,326.16,608,5,0.01,339.8,1071,18,0.02,345.15,538,13,0.02,320.54
August,1,16:00,261,1,0.0,330.37,608,6,0.01,350.14,1065,6,0.01,348.54,545,6,0.01,325.84
August,1,16:30,242,1,0.0,330.54,583,5,0.01,342.26,1012,4,0.0,347.76,520,6,0.01,320.6
August,1,17:00,218,1,0.01,329.69,553,5,0.01,344.11,951,6,0.01,344.39,486,4,0.01,331.46
August,1,17:30,196,1,0.01,325.52,517,4,0.01,349.47,923,7,0.01,347.74,455,7,0.02,321.99
August,1,18:00,174,1,0.0,321.48,463,6,0.01,350.25,844,7,0.01,348.99,418,2,0.01,316.05
August,1,18:30,144,1,0.01,349.08,409,3,0.01,334.34,752,3,0.0,347.49,369,4,0.01,312.92
August,1,19:00,108,0,0.0,349.42,366,6,0.02,340.83,662,6,0.01,339.94,325,5,0.02,319.77
August,1,19:30,86,0,0.0,324.63,321,2,0.01,325.52,585,5,0.01,346.9,291,7,0.02,320.88
August,1,1:00,4,0,0.0,328.23,19,0,0.02,384.29,52,1,0.01,331.47,26,0,0.0,366.06
August,1,1:30,3,0,0.0,328.23,13,0,0.02,362.1,41,0,0.0,301.3,20,0,0.02,312.78
August,1,20:00,69,1,0.01,344.27,289,3,0.01,335.68,511,9,0.02,343.54,252,7,0.03,314.87
August,1,20:30,57,1,0.02,307.17,259,3,0.01,340.09,447,3,0.01,333.46,223,2,0.01,308.65
August,1,21:00,42,1,0.02,325.76,211,2,0.01,331.77,363,1,0.0,337.22,181,10,0.06,326.02
August,1,21:30,33,0,0.0,330.1,175,2,0.01,320.85,298,1,0.0,337.15,156,6,0.04,321.92
August,1,22:00,27,0,0.0,323.95,137,0,0.0,327.54,245,1,0.0,340.2,128,1,0.01,312.74
August,1,22:30,20,3,0.17,372.56,112,0,0.0,304.11,197,0,0.0,333.83,105,1,0.01,303.95
August,1,23:00,14,1,0.1,328.23,85,0,0.0,323.36,152,0,0.0,323.43,83,0,0.0,299.85
August,1,23:30,10,1,0.07,328.23,67,1,0.01,321.11,120,0,0.0,303.21,65,0,0.0,303.43
August,1,2:00,2,0,0.0,328.23,9,0,0.0,362.1,32,1,0.02,324.08,15,0,0.03,346.51
August,1,2:30,2,0,0.0,328.23,5,0,0.0,362.1,26,1,0.03,341.19,10,0,0.01,326.6
August,1,3:00,0,0,0.0,0.0,2,0,0.0,362.1,14,0,0.03,348.75,4,0,0.08,326.6
August,1,3:30,0,0,0.0,0.0,0,0,0.0,0.0,4,0,0.0,348.75,0,0,0.0,0.0
August,1,4:00,0,0,0.0,0.0,0,0,0.0,0.0,12,0,0.01,348.75,2,0,0.0,326.6
August,1,4:30,0,0,0.0,0.0,3,0,0.0,362.1,14,0,0.01,348.75,3,0,0.0,326.6
August,1,5:00,0,0,0.0,0.0,3,0,0.0,362.1,19,0,0.01,309.32,4,0,0.0,326.6
August,1,5:30,1,0,0.0,328.23,4,0,0.0,362.1,21,0,0.01,327.59,5,0,0.0,326.6
August,1,6:00,3,0,0.03,328.23,8,1,0.17,362.1,36,0,0.0,294.1,13,0,0.01,326.6
August,1,6:30,10,5,0.46,328.23,25,19,0.74,336.72,80,3,0.03,273.1,35,3,0.09,267.55
August,1,7:00,16,3,0.21,303.54,40,1,0.01,263.84,113,1,0.01,275.39,49,1,0.01,267.02
August,1,7:30,28,4,0.14,358.67,69,3,0.04,286.5,182,3,0.02,270.48,80,1,0.01,283.71
August,1,8:00,58,0,0.0,283.1,115,0,0.0,280.89,305,1,0.0,289.98,132,1,0.01,271.57
August,1,8:30,90,0,0.0,292.42,172,2,0.01,305.19,439,1,0.0,309.02,191,3,0.02,293.19
August,1,9:00,132,0,0.0,307.28,255,2,0.01,317.5,624,2,0.0,314.4,274,2,0.01,290.3
August,1,9:30,168,1,0.01,311.33,315,2,0.01,321.61,780,5,0.01,306.5,341,7,0.02,305.87
August,2,0:00,8,0,0.04,316.72,45,1,0.02,293.09,71,1,0.01,324.85,41,0,0.0,304.69
August,2,0:30,6,0,0.0,316.72,29,0,0.0,328.32,54,0,0.0,326.41,29,0,0.0,313.52
August,2,10:00,122,1,0.01,292.94,246,3,0.01,309.66,539,2,0.0,311.96,247,3,0.01,294.1
August,2,10:30,143,0,0.0,292.53,289,8,0.03,320.79,611,3,0.01,323.24,285,9,0.03,294.83
August,2,11:00,158,1,0.01,300.0,326,3,0.01,321.0,661,4,0.01,325.59,316,5,0.01,302.21
August,2,11:30,165,2,0.01,299.07,362,7,0.02,325.98,691,10,0.01,332.03,335,3,0.01,304.94
August,2,12:00,175,3,0.01,302.13,383,4,0.01,320.85,714,6,0.01,333.4,360,2,0.01,311.27
August,2,12:30,177,5,0.03,305.09,402,8,0.02,323.96,718,8,0.01,331.59,367,7,0.02,303.67
August,2,13:00,177,1,0.01,305.13,416,11,0.03,326.78,715,5,0.01,334.81,369,6,0.02,311.62
August,2,13:30,176,0,0.0,310.52,429,13,0.03,321.21,716,11,0.02,334.41,373,7,0.02,306.63
August,2,14:00,175,1,0.01,313.63,440,17,0.04,328.16,725,10,0.01,335.91,375,4,0.01,306.41
August,2,14:30,176,2,0.01,307.45,439,12,0.03,333.46,719,4,0.01,331.51,379,12,0.03,313.79
August,2,15:00,173,1,0.0,308.81,426,5,0.01,325.46,698,0,0.0,340.03,371,4,0.01,299.7
August,2,15:30,171,1,0.0,312.06,414,4,0.01,319.94,676,1,0.0,336.29,356,3,0.01,299.95
August,2,16:00,172,1,0.0,326.09,411,3,0.01,331.97,662,1,0.0,337.19,350,3,0.01,312.27
August,2,16:30,158,0,0.0,295.75,392,3,0.01,337.35,619,1,0.0,335.1,328,1,0.0,305.75
August,2,17:00,147,3,0.02,308.06,372,2,0.0,330.75,580,1,0.0,336.35,307,2,0.01,308.22
August,2,17:30,134,1,0.01,318.19,352,3,0.01,332.99,551,1,0.0,333.38,291,1,0.0,310.57
August,2,18:00,124,1,0.01,321.7,323,6,0.02,339.67,517,2,0.0,332.46,274,1,0.0,309.54
August,2,18:30,105,1,0.01,328.81,293,4,0.02,331.63,460,2,0.0,340.99,242,0,0.0,322.77
August,2,19:00,83,0,0.0,318.37,258,4,0.02,331.14,413,3,0.01,331.24,219,1,0.0,317.58
