Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,7,0,0.0,328.23,36,0,0.0,316.66,83,0,0.0,347.55,45,0,0.0,325.27
August,1,0:30,5,0,0.0,328.23,25,0,0.0,291.99,58,0,0.0,318.98,32,0,0.0,304.75
August,1,10:00,184,1,0.0,318.01,290,2,0.01,330.64,866,9,0.01,322.71,392,5,0.01,302.41
August,1,10:30,223,1,0.0,321.14,327,5,0.02,328.16,964,18,0.02,328.58,430,10,0.02,313.39
August,1,11:00,237,0,0.0,321.83,360,4,0.01,331.74,1027,5,0.01,335.33,459,6,0.01,314.06
August,1,11:30,245,0,0.0,324.54,394,11,0.03,345.4,1073,9,0.01,333.44,489,9,0.02,317.54
August,1,12:00,253,2,0.01,309.98,437,4,0.01,336.05,1099,18,0.02,335.67,500,9,0.02,311.72
August,1,12:30,252,2,0.01,323.22,440,6,0.01,344.63,1098,18,0.02,340.4,509,6,0.01,324.18
August,1,13:00,250,2,0.01,329.46,455,5,0.01,336.64,1083,10,0.01,344.59,506,10,0.02,320.97
August,1,13:30,257,1,0.0,327.38,458,7,0.01,334.69,1084,12,0.01,344.92,518,8,0.02,321.75
August,1,14:00,257,0,0.0,318.77,479,8,0.02,344.86,1106,13,0.01,345.48,531,6,0.01,317.02
August,1,14:30,267,1,0.0,327.79,487,10,0.02,341.6,1096,13,0.01,344.74,531,15,0.03,324.72
August,1,15:00,262,2,0.01,316.3,494,3,0.01,346.79,1087,13,0.01,345.2,529,14,0.03,327.76
August,1,15:30,265,3,0.01,326.83,486,4,0.01,340.58,1076,18,0.02,346.46,525,13,0.02,321.12
August,1,16:00,255,1,0.0,331.17,486,5,0.01,352.19,1061,6,0.01,348.15,541,6,0.01,326.04
August,1,16:30,239,1,0.0,330.59,467,4,0.01,342.25,1015,4,0.0,348.59,515,6,0.01,319.68
August,1,17:00,211,1,0.01,330.23,447,4,0.01,344.49,952,6,0.01,344.52,480,4,0.01,332.68
August,1,17:30,185,1,0.01,326.69,411,3,0.01,349.55,878,6,0.01,347.39,441,7,0.02,321.81
August,1,18:00,162,1,0.0,320.23,381,5,0.01,351.95,784,7,0.01,349.06,398,2,0.01,316.61
August,1,18:30,133,1,0.01,347.32,336,3,0.01,336.4,709,3,0.0,347.39,351,4,0.01,314.15
August,1,19:00,95,0,0.0,349.3,310,5,0.02,340.1,623,6,0.01,340.22,311,5,0.02,318.96
August,1,19:30,72,0,0.0,325.21,268,2,0.01,324.77,547,5,0.01,347.3,278,7,0.02,322.5
August,1,1:00,4,0,0.0,328.23,12,0,0.02,362.1,43,0,0.01,332.11,24,0,0.0,358.88
August,1,1:30,3,0,0.0,328.23,7,0,0.02,362.1,31,0,0.0,302.66,18,0,0.02,316.69
August,1,20:00,55,0,0.01,340.58,231,3,0.01,334.83,467,9,0.02,342.31,237,7,0.03,316.31
August,1,20:30,44,1,0.02,306.58,207,2,0.01,340.04,401,3,0.01,333.74,210,2,0.01,308.5
August,1,21:00,32,1,0.02,326.06,174,2,0.01,332.18,332,1,0.0,339.2,171,10,0.06,325.55
August,1,21:30,24,0,0.0,324.62,144,1,0.01,318.64,272,1,0.0,336.2,152,6,0.04,324.14
August,1,22:00,21,0,0.0,322.97,110,0,0.0,328.83,222,1,0.0,339.38,122,1,0.01,314.2
August,1,22:30,15,2,0.17,377.49,89,0,0.0,304.68,174,0,0.0,334.56,99,1,0.01,304.57
August,1,23:00,12,1,0.1,328.23,66,0,0.0,323.5,134,0,0.0,321.6,78,0,0.0,301.03
August,1,23:30,9,1,0.07,328.23,53,1,0.01,320.14,105,0,0.0,304.41,59,0,0.0,304.56
August,1,2:00,2,0,0.0,328.23,5,0,0.0,362.1,21,1,0.02,324.21,12,0,0.03,326.6
August,1,2:30,2,0,0.0,328.23,4,0,0.0,362.1,21,1,0.03,327.13,9,0,0.01,326.6
August,1,3:00,1,0,0.0,328.23,5,0,0.0,362.1,16,0,0.03,377.81,4,0,0.07,326.6
August,1,3:30,2,0,0.0,328.23,4,0,0.0,362.1,17,0,0.0,359.26,2,0,0.0,326.6
August,1,4:00,2,0,0.0,328.23,3,0,0.0,362.1,15,0,0.02,303.68,1,0,0.04,326.6
August,1,4:30,1,0,0.0,328.23,4,0,0.02,362.1,16,0,0.01,319.75,1,0,0.0,326.6
August,1,5:00,2,0,0.0,328.23,3,0,0.0,362.1,19,0,0.01,306.98,2,0,0.06,326.6
August,1,5:30,2,0,0.0,328.23,3,0,0.0,362.1,23,0,0.01,333.95,4,0,0.0,326.6
August,1,6:00,4,0,0.03,328.23,6,1,0.16,362.1,41,0,0.0,289.28,14,0,0.01,326.6
August,1,6:30,6,3,0.46,328.23,11,8,0.75,362.1,67,2,0.03,269.33,28,2,0.09,266.35
August,1,7:00,12,3,0.21,328.23,32,1,0.02,262.49,113,1,0.01,274.99,49,1,0.01,263.61
August,1,7:30,23,3,0.14,347.33,52,2,0.04,283.99,183,3,0.02,269.27,83,1,0.01,285.84
August,1,8:00,53,0,0.0,283.37,94,0,0.0,280.9,312,1,0.0,289.03,141,1,0.01,272.24
August,1,8:30,90,0,0.0,291.36,133,1,0.01,304.4,442,1,0.0,308.38,197,3,0.02,291.01
August,1,9:00,128,0,0.0,307.96,191,1,0.01,316.56,605,2,0.0,314.14,267,2,0.01,289.27
August,1,9:30,163,1,0.01,310.78,238,2,0.01,321.18,758,5,0.01,306.58,332,7,0.02,305.55
August,2,0:00,6,0,0.04,316.72,37,1,0.02,295.17,76,1,0.01,322.45,43,0,0.0,306.86
August,2,0:30,5,0,0.0,316.72,24,0,0.0,324.39,60,0,0.0,323.56,30,0,0.0,316.98
August,2,10:00,115,1,0.01,294.11,186,2,0.01,309.35,586,2,0.0,312.27,248,3,0.01,293.97
August,2,10:30,140,0,0.0,292.68,216,6,0.03,319.76,659,3,0.01,324.69,286,9,0.03,295.59
August,2,11:00,160,1,0.01,300.93,248,3,0.01,321.93,713,5,0.01,326.7,322,5,0.01,303.68
August,2,11:30,165,2,0.01,296.4,278,5,0.02,327.1,733,11,0.01,333.07,339,3,0.01,305.1
August,2,12:00,178,3,0.01,301.21,290,3,0.01,322.95,747,6,0.01,333.92,356,2,0.01,310.8
August,2,12:30,189,5,0.03,302.84,305,6,0.02,324.66,756,9,0.01,331.76,366,7,0.02,304.03
August,2,13:00,185,1,0.01,305.99,321,8,0.03,326.18,747,5,0.01,334.46,365,6,0.02,312.07
August,2,13:30,183,0,0.0,307.74,336,10,0.03,321.9,746,11,0.02,334.26,369,7,0.02,307.96
August,2,14:00,176,1,0.01,312.99,341,13,0.04,329.08,741,10,0.01,335.49,364,4,0.01,305.59
August,2,14:30,177,2,0.01,308.65,339,9,0.03,334.57,731,4,0.01,331.14,371,12,0.03,314.27
August,2,15:00,174,0,0.0,306.53,333,4,0.01,325.37,701,0,0.0,339.28,359,4,0.01,299.86
August,2,15:30,175,1,0.0,311.49,328,3,0.01,319.47,677,1,0.0,335.99,343,3,0.01,299.98
August,2,16:00,166,1,0.0,325.16,324,2,0.01,333.05,650,1,0.0,336.14,329,3,0.01,313.0
August,2,16:30,152,0,0.0,296.18,308,2,0.01,338.64,607,1,0.0,335.26,306,1,0.0,306.5
August,2,17:00,139,3,0.02,308.84,295,2,0.01,333.15,571,1,0.0,336.83,286,2,0.01,308.2
August,2,17:30,121,1,0.01,316.01,276,3,0.01,336.97,546,1,0.0,333.6,272,1,0.0,309.87
August,2,18:00,111,1,0.01,321.6,253,5,0.02,343.89,515,2,0.0,331.89,253,1,0.0,309.24
August,2,18:30,94,1,0.01,330.01,233,4,0.02,333.73,470,2,0.0,339.84,226,0,0.0,324.27
August,2,19:00,74,0,0.0,320.83,207,4,0.02,332.95,425,3,0.01,330.84,211,1,0.0,318.4
August,2,19:30,58,0,0.01,328.3,186,1,0.01,318.74,380,6,0.02,328.84,189,1,0.0,322.18
August,2,1:00,3,0,0.02,316.72,12,1,0.07,351.69,44,0,0.01,314.5,24,0,0.0,323.53
August,2,1:30,2,0,0.04,316.72,6,0,0.02,351.69,36,0,0.01,323.38,17,0,0.01,311.75
August,2,20:00,46,0,0.01,296.97,163,6,0.04,319.97,339,3,0.01,335.86,165,1,0.01,307.1
August,2,20:30,36,1,0.03,276.25,140,2,0.01,309.14,289,1,0.0,329.73,148,1,0.01,299.47
August,2,21:00,27,1,0.03,294.85,113,2,0.02,310.72,243,1,0.01,331.19,127,3,0.02,305.62
August,2,21:30,20,0,0.01,296.99,98,1,0.01,314.8,199,0,0.0,332.05,106,0,0.0,313.38
August,2,22:00,14,0,0.0,316.72,78,1,0.01,304.08,165,0,0.0,321.7,90,0,0.0,297.32
August,2,22:30,10,1,0.06,316.72,64,0,0.01,316.57,138,0,0.0,322.91,74,0,0.0,303.88
August,2,23:00,9,1,0.07,316.72,50,1,0.02,291.78,107,0,0.0,311.88,63,0,0.0,303.25
August,2,23:30,6,0,0.0,316.72,40,0,0.01,301.19,91,0,0.0,312.48,51,0,0.01,286.97
August,2,2:00,2,0,0.0,316.72,5,0,0.0,351.69,24,0,0.02,312.33,12,0,0.01,336.76
August,2,2:30,2,0,0.0,316.72,3,0,0.0,351.69,17,0,0.0,340.16,7,0,0.0,336.76
August,2,3:00,1,0,0.0,316.72,3,0,0.0,351.69,14,0,0.02,346.33,3,0,0.0,336.76
August,2,3:30,1,0,0.0,316.72,3,0,0.0,351.69,14,0,0.0,346.33,1,0,0.0,336.76
August,2,4:00,1,0,0.0,316.72,2,0,0.0,351.69,12,0,0.0,346.33,0,0,0.0,0.0
August,2,4:30,1,0,0.0,316.72,2,0,0.0,351.69,13,0,0.01,346.33,0,0,0.0,0.0
August,2,5:00,1,0,0.0,316.72,3,0,0.0,351.69,13,0,0.0,346.33,1,0,0.0,336.76
August,2,5:30,1,0,0.0,316.72,3,0,0.0,351.69,17,0,0.0,308.89,2,0,0.0,336.76
August,2,6:00,2,0,0.0,316.72,3,0,0.0,351.69,24,0,0.0,278.82,9,0,0.0,336.76
August,2,6:30,3,0,0.11,316.72,7,2,0.24,351.69,43,0,0.01,273.86,16,1,0.04,297.56
August,2,7:00,8,0,0.05,316.72,11,0,0.01,351.69,74,0,0.0,269.55,29,0,0.01,262.02
August,2,7:30,15,1,0.06,300.7,19,0,0.0,313.32,120,1,0.01,267.04,47,1,0.02,289.29
August,2,8:00,34,0,0.01,255.4,35,0,0.01,295.18,200,1,0.0,277.61,79,0,0.0,284.45
